4 qid:2 1:3.3758755 2:3.2795064 3:1.1439587 4:0.0 5:1.0884533 6:0.0 7:2.0453315 8:0.0 9:0.04963006 10:1.0 11:0.0009794319 12:0.40625 13:0.22727273 14:0.07476635 15:0.0021141649 16:16.879377 # 45284
3 qid:2 1:3.3758755 2:2.479423 3:0.0 4:0.0 5:0.24518558 6:1.9212132 7:0.0 8:0.0 9:0.0504018 10:0.0 11:0.0 12:0.1875 13:0.06818182 14:0.056074765 15:0.0 16:16.879377 # 54887
3 qid:2 1:3.3758755 2:3.2852783 3:1.5137147 4:0.0 5:0.0 6:0.0 7:2.5192108 8:0.0 9:0.050415676 10:0.9 11:0.0013059092 12:0.15625 13:0.18181819 14:0.037383176 15:0.0 16:16.879377 # 55020
3 qid:2 1:3.3758755 2:1.3948296 3:0.0 4:0.0 5:0.30980262 6:1.8631692 7:1.7315837 8:0.0 9:0.043217655 10:0.8 11:0.0019588638 12:0.125 13:0.20454547 14:0.07476635 15:0.0042283298 16:16.879377 # 4038
3 qid:2 1:3.3758755 2:3.2852783 3:0.0 4:0.0 5:0.30980262 6:0.0 7:0.7008817 8:0.0 9:0.043848872 10:0.8 11:0.0003264773 12:0.125 13:0.18181819 14:0.018691588 15:0.0 16:16.879377 # 6553
5 qid:2 1:3.3758755 2:3.2852783 3:1.5137147 4:0.0 5:0.14612925 6:0.0 7:2.0394573 8:0.0 9:0.046234503 10:0.9 11:0.007182501 12:0.53125 13:0.11363637 14:0.09345794 15:0.006342495 16:16.879377 # 8970
3 qid:2 1:3.3758755 2:3.2852783 3:1.5137147 4:0.0 5:0.23303434 6:1.6883547 7:2.4327264 8:0.0 9:0.046777744 10:1.0 11:0.0009794319 12:0.21875 13:0.09090909 14:0.04672897 15:0.0 16:16.879377 # 10872
0 qid:2 1:3.3758755 2:3.2852783 3:1.5137147 4:0.0 5:0.2906527 6:1.8870118 7:2.4229388 8:0.0 9:0.05139188 10:0.8 11:0.0003264773 12:0.15625 13:0.022727273 14:0.056074765 15:0.0 16:16.879377 # 66838
3 qid:2 1:3.3758755 2:1.9930698 3:1.1439587 4:3.13897 5:1.5406374 6:0.0 7:2.0506294 8:0.0 9:0.05139909 10:0.8 11:0.0009794319 12:0.4375 13:0.09090909 14:0.028037382 15:0.0 16:16.879377 # 66939
3 qid:2 1:3.3758755 2:0.0 3:1.1439587 4:0.0 5:1.2426414 6:0.97685003 7:2.5076857 8:0.0 9:0.05160185 10:1.0 11:0.0009794319 12:0.25 13:0.18181819 14:0.25233644 15:0.0 16:16.879377 # 68890
5 qid:2 1:3.3758755 2:2.0787797 3:1.5137147 4:0.0 5:0.35682154 6:1.9404496 7:2.4800587 8:0.0 9:0.052414134 10:1.0 11:0.010447274 12:0.0625 13:0.09090909 14:0.037383176 15:0.0021141649 16:16.879377 # 77567
3 qid:2 1:3.3758755 2:2.355606 3:1.1439587 4:0.0 5:1.5320016 6:0.0 7:0.0 8:0.0 9:0.0547407 10:0.9 11:0.0006529546 12:0.15625 13:0.18181819 14:0.06542056 15:0.0021141649 16:16.879377 # 100512
4 qid:2 1:3.3758755 2:0.0 3:0.0 4:0.0 5:0.24518558 6:0.0 7:1.702924 8:0.0 9:0.055842366 10:1.0 11:0.008161933 12:0.1875 13:0.09090909 14:0.056074765 15:0.014799154 16:16.879377 # 110067
3 qid:2 1:3.3758755 2:2.2799149 3:1.5137147 4:0.0 5:0.24518558 6:0.0 7:1.7791471 8:0.0 9:0.056645546 10:0.7 11:0.0009794319 12:0.1875 13:0.20454547 14:0.06542056 15:0.0 16:16.879377 # 120761
3 qid:2 1:3.3758755 2:0.0 3:0.0 4:0.0 5:0.35682154 6:1.3635739 7:2.4080386 8:0.0 9:0.056794867 10:1.0 11:0.0006529546 12:0.0625 13:0.13636364 14:0.056074765 15:0.0084566595 16:16.879377 # 123164
2 qid:2 1:3.3758755 2:1.9103996 3:1.5137147 4:0.0 5:0.27373242 6:0.0 7:2.0305154 8:0.0 9:0.05761682 10:1.0 11:0.0013059092 12:0.15625 13:0.06818182 14:0.084112145 15:0.0021141649 16:16.879377 # 134629
3 qid:2 1:3.3758755 2:1.4708083 3:1.5137147 4:0.0 5:0.2586738 6:1.2630368 7:0.7125471 8:0.0 9:0.05794497 10:1.0 11:0.0003264773 12:0.15625 13:0.18181819 14:0.028037382 15:0.0 16:16.879377 # 139290
4 qid:2 1:3.3758755 2:0.0 3:1.1439587 4:0.0 5:1.4646721 6:0.0 7:2.3667927 8:0.0 9:0.059498083 10:1.0 11:0.0026118185 12:0.21875 13:0.18181819 14:0.056074765 15:0.0042283298 16:16.879377 # 159569
2 qid:2 1:3.3758755 2:3.2852783 3:1.5137147 4:0.0 5:0.0 6:1.9496515 7:0.0 8:0.0 9:0.06012315 10:0.8 11:0.0003264773 12:0.03125 13:0.11363637 14:0.037383176 15:0.0021141649 16:16.879377 # 167989
2 qid:2 1:3.3758755 2:3.2852783 3:1.1439587 4:0.0 5:1.6174188 6:1.492255 7:1.0866826 8:0.0 9:0.060731262 10:0.5 11:0.0013059092 12:0.21875 13:0.022727273 14:0.028037382 15:0.0 16:16.879377 # 177845
3 qid:2 1:3.3758755 2:1.6176699 3:1.1439587 4:0.0 5:1.805734 6:0.0 7:2.4714174 8:0.0 9:0.06089281 10:1.0 11:0.0009794319 12:0.15625 13:0.09090909 14:0.06542056 15:0.0 16:16.879377 # 179885
3 qid:2 1:3.3758755 2:1.3948296 3:1.1439587 4:2.2390285 5:1.5320016 6:1.4579343 7:1.5547879 8:0.0 9:0.04862204 10:1.0 11:0.0003264773 12:0.1875 13:0.22727273 14:0.18691587 15:0.0 16:16.879377 # 30376
2 qid:2 1:3.3758755 2:3.2852783 3:0.0 4:0.0 5:0.0 6:1.9093168 7:0.0 8:0.0 9:0.04884901 10:0.0 11:0.0 12:0.125 13:0.13636364 14:0.10280374 15:0.0 16:16.879377 # 33647
3 qid:2 1:3.3758755 2:3.0917232 3:1.1439587 4:0.0 5:1.184917 6:0.0 7:1.1695331 8:0.0 9:0.048035383 10:1.0 11:0.0019588638 12:0.375 13:0.22727273 14:0.07476635 15:0.0042283298 16:16.879377 # 21464
3 qid:2 1:3.3758755 2:1.7207617 3:1.1439587 4:2.704205 5:2.194054 6:1.596564 7:2.3514454 8:0.0 9:0.06264243 10:1.0 11:0.0003264773 12:0.1875 13:0.13636364 14:0.028037382 15:0.0 16:16.879377 # 205484
2 qid:2 1:3.3758755 2:1.2083551 3:0.0 4:0.0 5:0.24518558 6:1.6258327 7:1.850263 8:0.0 9:0.062803544 10:1.0 11:0.0006529546 12:0.1875 13:0.13636364 14:0.04672897 15:0.0021141649 16:16.879377 # 208367
3 qid:2 1:3.3758755 2:3.2852783 3:1.1439587 4:0.0 5:2.0436788 6:1.6519637 7:1.5280718 8:0.0 9:0.06757758 10:1.0 11:0.0013059092 12:0.125 13:0.20454547 14:0.07476635 15:0.0 16:16.879377 # 292265
2 qid:2 1:3.3758755 2:3.2852783 3:1.5137147 4:0.0 5:0.2906527 6:0.0 7:0.0 8:0.0 9:0.06767747 10:0.0 11:0.0 12:0.09375 13:0.1590909 14:0.056074765 15:0.0 16:16.879377 # 293961
3 qid:2 1:3.3758755 2:0.8634784 3:1.5137147 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.06767747 10:0.0 11:0.0 12:0.15625 13:0.13636364 14:0.07476635 15:0.0042283298 16:16.879377 # 294002
3 qid:2 1:3.3758755 2:0.0 3:0.0 4:0.0 5:1.338286 6:0.70700586 7:0.54529333 8:0.0 9:0.07417389 10:1.0 11:0.0006529546 12:0.3125 13:0.25 14:0.1401869 15:0.0021141649 16:16.879377 # 381135
3 qid:2 1:3.3758755 2:3.2852783 3:1.1439587 4:0.0 5:1.5372605 6:0.0 7:2.2917724 8:0.0 9:0.06566339 10:1.0 11:0.0009794319 12:0.21875 13:0.20454547 14:0.028037382 15:0.0042283298 16:16.879377 # 258329
2 qid:2 1:3.3758755 2:3.2852783 3:1.1439587 4:0.0 5:1.9173522 6:0.0 7:0.0 8:0.0 9:0.06598278 10:0.0 11:0.0 12:0.125 13:0.18181819 14:0.018691588 15:0.0042283298 16:16.879377 # 263935
5 qid:2 1:3.3758755 2:0.85132945 3:1.1439587 4:0.0 5:1.3986297 6:0.0 7:2.541599 8:0.0 9:0.06601846 10:1.0 11:0.004244205 12:0.28125 13:0.27272728 14:0.06542056 15:0.021141648 16:16.879377 # 264721
4 qid:2 1:3.3758755 2:2.764429 3:1.1439587 4:0.0 5:1.3722332 6:0.0 7:2.3009129 8:0.0 9:0.06605418 10:1.0 11:0.0016323866 12:0.21875 13:0.27272728 14:0.04672897 15:0.014799154 16:16.879377 # 265121
2 qid:2 1:3.3758755 2:3.2852783 3:1.5137147 4:0.0 5:0.27373242 6:1.3283291 7:0.0 8:0.0 9:0.053493496 10:1.0 11:0.0003264773 12:0.15625 13:0.1590909 14:0.018691588 15:0.0 16:16.879377 # 89506
2 qid:2 1:3.3758755 2:0.0 3:0.0 4:0.0 5:0.35682154 6:1.7979841 7:0.0 8:0.0 9:0.07136995 10:0.9 11:0.0006529546 12:0.0625 13:0.1590909 14:0.084112145 15:0.0042283298 16:16.879377 # 346007
5 qid:2 1:3.3758755 2:1.3948296 3:1.5137147 4:0.0 5:0.2586738 6:0.0 7:2.1189878 8:0.0 9:0.071635164 10:1.0 11:0.022200458 12:0.1875 13:0.11363637 14:0.056074765 15:0.035940804 16:16.879377 # 350443
4 qid:2 1:3.3758755 2:1.5882045 3:1.5137147 4:0.0 5:0.0 6:0.0 7:1.9212456 8:0.0 9:0.06286823 10:0.7 11:0.0006529546 12:0.09375 13:0.11363637 14:0.04672897 15:0.0 16:16.879377 # 209275
3 qid:2 1:3.3758755 2:0.79537594 3:1.1439587 4:0.0 5:1.3722332 6:1.4037806 7:0.46420577 8:0.0 9:0.06287902 10:0.9 11:0.0013059092 12:0.21875 13:0.13636364 14:0.10280374 15:0.0042283298 16:16.879377 # 209486
2 qid:2 1:3.3758755 2:1.1559706 3:0.0 4:0.0 5:0.23303434 6:1.2038627 7:0.0 8:0.0 9:0.06335761 10:0.0 11:0.0 12:0.21875 13:0.13636364 14:0.07476635 15:0.0 16:16.879377 # 218154
1 qid:2 1:3.3758755 2:0.0 3:0.0 4:0.0 5:0.35682154 6:1.7504313 7:0.0 8:0.0 9:0.06376573 10:1.0 11:0.0006529546 12:0.0625 13:0.09090909 14:0.07476635 15:0.0021141649 16:16.879377 # 225132
3 qid:2 1:3.3758755 2:1.1899326 3:1.1439587 4:0.0 5:1.231979 6:1.381907 7:1.1695331 8:0.0 9:0.06389922 10:1.0 11:0.0009794319 12:0.3125 13:0.25 14:0.06542056 15:0.0021141649 16:16.879377 # 227295
3 qid:3 1:6.558545 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:6.3464704 8:0.0 9:0.06271752 10:0.9 11:0.0013059092 12:0.125 13:0.29545456 14:0.084112145 15:0.0 16:32.79273 # 206829
2 qid:3 1:6.558545 2:0.0 3:0.0 4:1.0544705 5:0.0 6:1.4060385 7:0.0 8:0.0 9:0.06692316 10:0.0 11:0.0 12:0.1875 13:0.45454547 14:0.12149532 15:0.0 16:32.79273 # 281405
2 qid:3 1:6.558545 2:7.402198 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.108557165 10:0.0 11:0.0 12:0.0 13:0.27272728 14:0.028037382 15:0.0 16:32.79273 # 508268
3 qid:3 1:5.8229666 2:7.226268 3:0.0 4:0.0 5:0.0 6:5.355362 7:0.0 8:0.0 9:0.058175057 10:1.0 11:0.0003264773 12:0.15625 13:0.29545456 14:0.06542056 15:0.0 16:29.114832 # 142292
2 qid:3 1:5.8229666 2:0.0 3:0.0 4:1.3003843 5:0.0 6:1.8439556 7:0.0 8:0.0 9:0.071789615 10:0.0 11:0.0 12:0.09375 13:0.29545456 14:0.04672897 15:0.0 16:29.114832 # 352916
2 qid:3 1:5.8229666 2:0.0 3:0.0 4:0.0 5:0.0 6:1.5409468 7:0.0 8:0.0 9:0.07297682 10:1.0 11:0.0003264773 12:0.25 13:0.22727273 14:0.028037382 15:0.0 16:29.114832 # 367229
2 qid:3 1:5.8229666 2:1.1843257 3:0.0 4:0.0 5:0.0 6:1.3194041 7:0.0 8:0.0 9:0.14563544 10:0.0 11:0.0 12:0.125 13:0.25 14:0.056074765 15:0.0021141649 16:29.114832 # 526149
3 qid:3 1:5.8229666 2:1.4626851 3:0.0 4:1.2424343 5:0.0 6:1.0945904 7:0.0 8:0.0 9:0.2376874 10:0.0 11:0.0 12:0.125 13:0.3181818 14:0.04672897 15:0.006342495 16:29.114832 # 537385
3 qid:3 1:4.8408003 2:5.1022506 3:0.0 4:1.7937428 5:0.0 6:1.2673451 7:1.9923214 8:0.0 9:0.05439115 10:0.9 11:0.0006529546 12:0.09375 13:0.36363637 14:0.12149532 15:0.0 16:27.791489 # 97597
2 qid:3 1:4.8408003 2:5.1022506 3:0.0 4:1.4720306 5:0.0 6:1.0585179 7:0.0 8:0.0 9:0.16351506 10:0.0 11:0.0 12:0.0 13:0.22727273 14:0.056074765 15:0.0 16:27.148064 # 529292
3 qid:3 1:4.8408003 2:4.6850824 3:0.0 4:0.0 5:0.0 6:2.5275364 7:5.2248936 8:0.0 9:0.06475785 10:0.8 11:0.0009794319 12:0.1875 13:0.25 14:0.028037382 15:0.0021141649 16:26.731539 # 242428
2 qid:3 1:4.8408003 2:5.1022506 3:0.0 4:0.0 5:0.0 6:2.14572 7:0.0 8:0.0 9:0.054888364 10:0.0 11:0.0 12:0.1875 13:0.27272728 14:0.028037382 15:0.0 16:26.349722 # 101714
3 qid:3 1:5.2357473 2:0.0 3:0.0 4:0.0 5:0.0 6:1.5788186 7:4.776611 8:0.0 9:0.04767896 10:0.8 11:0.0013059092 12:0.375 13:0.22727273 14:0.07476635 15:0.0 16:26.178734 # 16857
3 qid:3 1:5.2357473 2:0.0 3:0.0 4:0.98031616 5:0.0 6:5.963317 7:7.6143923 8:0.0 9:0.057355165 10:0.9 11:0.0013059092 12:0.125 13:0.4318182 14:0.09345794 15:0.0084566595 16:26.178734 # 131207
2 qid:3 1:5.2357473 2:1.2753406 3:0.0 4:0.0 5:0.0 6:1.4375015 7:0.0 8:0.0 9:0.06457517 10:1.0 11:0.0003264773 12:0.15625 13:0.22727273 14:0.06542056 15:0.0 16:26.178734 # 239423
2 qid:3 1:5.2357473 2:1.3442082 3:0.0 4:2.2411878 5:0.0 6:2.4318547 7:0.0 8:0.0 9:0.06638942 10:0.0 11:0.0 12:0.15625 13:0.06818182 14:0.04672897 15:0.0 16:26.178734 # 270989
2 qid:3 1:5.2357473 2:2.161097 3:0.0 4:1.3314347 5:0.0 6:2.1159976 7:0.0 8:0.0 9:0.06648583 10:0.8 11:0.0003264773 12:0.0 13:0.27272728 14:0.037383176 15:0.0 16:26.178734 # 272809
2 qid:3 1:4.229292 2:0.0 3:0.0 4:2.0000246 5:0.0 6:1.8000115 7:0.0 8:0.0 9:0.077616185 10:0.0 11:0.0 12:0.28125 13:0.09090909 14:0.018691588 15:0.0 16:25.146511 # 413319
2 qid:3 1:4.229292 2:0.0 3:0.0 4:1.8533633 5:0.0 6:2.4407783 7:0.0 8:0.0 9:0.071972996 10:0.0 11:0.0 12:0.15625 13:0.3409091 14:0.018691588 15:0.0042283298 16:24.853188 # 355355
3 qid:3 1:4.229292 2:0.0 3:0.0 4:1.8230656 5:0.0 6:1.1746498 7:0.0 8:0.0 9:0.07080428 10:1.0 11:0.0006529546 12:0.09375 13:0.3409091 14:0.13084112 15:0.0042283298 16:24.792593 # 338484
2 qid:3 1:4.229292 2:1.7073877 3:0.0 4:1.749078 5:0.0 6:2.3312333 7:0.0 8:0.0 9:0.17187893 10:0.0 11:0.0 12:0.15625 13:0.13636364 14:0.056074765 15:0.0021141649 16:24.644617 # 530786
2 qid:3 1:4.229292 2:0.0 3:0.0 4:1.5119452 5:0.0 6:2.0006728 7:0.0 8:0.0 9:0.06929068 10:0.0 11:0.0 12:0.0625 13:0.25 14:0.06542056 15:0.0 16:24.170353 # 316244
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:1.3982072 5:0.0 6:1.3470712 7:0.0 8:0.0 9:0.09697417 10:0.0 11:0.0 12:0.125 13:0.25 14:0.04672897 15:0.0 16:23.942875 # 486950
2 qid:3 1:4.229292 2:0.0 3:0.0 4:1.3640041 5:0.0 6:1.9715978 7:0.0 8:0.0 9:0.076147765 10:0.0 11:0.0 12:0.0625 13:0.25 14:0.037383176 15:0.0 16:23.87447 # 399792
3 qid:3 1:4.229292 2:3.6419678 3:0.0 4:1.3314347 5:0.0 6:0.0 7:0.0 8:0.0 9:0.085777774 10:1.0 11:0.0003264773 12:0.0625 13:0.20454547 14:0.084112145 15:0.0021141649 16:23.80933 # 455801
2 qid:3 1:4.229292 2:1.6303289 3:0.0 4:1.3314347 5:0.0 6:0.9930649 7:0.0 8:0.0 9:0.159875 10:0.0 11:0.0 12:0.0625 13:0.27272728 14:0.056074765 15:0.0021141649 16:23.80933 # 528570
2 qid:3 1:4.756114 2:3.5166917 3:0.0 4:1.5540845 5:0.0 6:2.0006728 7:0.0 8:0.0 9:0.11115992 10:0.0 11:0.0 12:0.09375 13:0.20454547 14:0.07476635 15:0.0 16:23.780571 # 511923
2 qid:3 1:4.756114 2:0.55915713 3:0.0 4:0.0 5:0.0 6:1.8060435 7:0.0 8:0.0 9:0.14980502 10:0.0 11:0.0 12:0.15625 13:0.27272728 14:0.13084112 15:0.0021141649 16:23.780571 # 526899
2 qid:3 1:4.756114 2:4.1665277 3:0.0 4:0.0 5:0.0 6:1.9699962 7:0.0 8:0.0 9:0.47019795 10:0.0 11:0.0 12:0.03125 13:0.3181818 14:0.056074765 15:0.0 16:23.780571 # 541256
3 qid:3 1:4.229292 2:4.978031 3:0.0 4:1.3003843 5:0.0 6:1.5048497 7:0.0 8:0.0 9:0.086752996 10:1.0 11:0.0003264773 12:0.0625 13:0.3181818 14:0.037383176 15:0.0021141649 16:23.74723 # 459557
2 qid:3 1:4.229292 2:2.543798 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.12001057 10:0.0 11:0.0 12:0.0 13:0.22727273 14:0.07476635 15:0.0 16:23.69026 # 518429
2 qid:3 1:4.229292 2:1.3815088 3:0.0 4:1.1894293 5:0.0 6:1.883363 7:0.0 8:0.0 9:0.068705775 10:0.0 11:0.0 12:0.0 13:0.3181818 14:0.09345794 15:0.0 16:23.52532 # 309353
2 qid:3 1:4.229292 2:2.3627143 3:0.0 4:0.0 5:0.0 6:1.3194041 7:0.0 8:0.0 9:0.10029342 10:0.0 11:0.0 12:0.0625 13:0.27272728 14:0.028037382 15:0.0 16:23.509176 # 493860
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:2.32676 7:0.0 8:0.0 9:0.06767747 10:0.0 11:0.0 12:0.125 13:0.11363637 14:0.04672897 15:0.0 16:23.47322 # 294496
2 qid:3 1:4.229292 2:3.9980257 3:0.0 4:0.0 5:0.0 6:2.2886074 7:0.0 8:0.0 9:0.07900579 10:0.0 11:0.0 12:0.03125 13:0.25 14:0.04672897 15:0.0 16:23.435068 # 424377
2 qid:3 1:4.229292 2:0.0 3:0.0 4:0.0 5:0.0 6:2.2795863 7:0.0 8:0.0 9:0.07177554 10:0.0 11:0.0 12:0.0625 13:0.3181818 14:0.06542056 15:0.0021141649 16:23.426048 # 352610
2 qid:3 1:4.229292 2:2.161097 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.069016494 10:0.0 11:0.0 12:0.125 13:0.22727273 14:0.084112145 15:0.0 16:23.307558 # 312763
3 qid:3 1:4.229292 2:5.0501013 3:0.0 4:1.0348995 5:0.0 6:4.787615 7:0.0 8:0.0 9:0.060291395 10:1.0 11:0.0003264773 12:0.125 13:0.3409091 14:0.09345794 15:0.0021141649 16:23.23642 # 171056
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:5.215297 7:0.0 8:0.0 9:0.06777766 10:0.0 11:0.0 12:0.0 13:0.6136364 14:0.2990654 15:0.0 16:23.191696 # 295887
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:2.0348775 7:0.0 8:0.0 9:0.049223203 10:0.0 11:0.0 12:0.28125 13:0.54545456 14:0.23364486 15:0.0 16:23.18134 # 39414
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:2.0127807 7:0.0 8:0.0 9:0.09300949 10:0.0 11:0.0 12:0.09375 13:0.3181818 14:0.10280374 15:0.0 16:23.159243 # 477484
3 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:1.9715978 7:0.0 8:0.0 9:0.07950313 10:1.0 11:0.0003264773 12:0.21875 13:0.25 14:0.037383176 15:0.0 16:23.11806 # 428930
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:1.9699962 7:0.0 8:0.0 9:0.05444775 10:0.0 11:0.0 12:0.125 13:0.13636364 14:0.11214953 15:0.0 16:23.116457 # 98060
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:1.9699962 7:0.0 8:0.0 9:0.10381851 10:0.0 11:0.0 12:0.15625 13:0.13636364 14:0.04672897 15:0.0 16:23.116457 # 500646
2 qid:3 1:4.229292 2:3.5208278 3:0.0 4:0.0 5:0.0 6:1.9699962 7:0.0 8:0.0 9:0.26892608 10:0.0 11:0.0 12:0.03125 13:0.3181818 14:0.037383176 15:0.0021141649 16:23.116457 # 538671
2 qid:3 1:4.229292 2:3.3728936 3:0.0 4:0.0 5:0.0 6:1.9402462 7:0.0 8:0.0 9:0.06813067 10:0.0 11:0.0 12:0.125 13:0.25 14:0.07476635 15:0.0 16:23.086708 # 301467
2 qid:3 1:4.229292 2:3.3728936 3:0.0 4:0.0 5:0.0 6:1.9402462 7:0.0 8:0.0 9:0.07300591 10:0.0 11:0.0 12:0.125 13:0.18181819 14:0.07476635 15:0.0 16:23.086708 # 367712
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:1.9356005 7:0.0 8:0.0 9:0.06283587 10:0.0 11:0.0 12:0.125 13:0.1590909 14:0.04672897 15:0.0 16:23.082062 # 208899
3 qid:3 1:4.229292 2:0.0 3:0.0 4:0.9633789 5:0.0 6:1.269335 7:0.0 8:0.0 9:0.05088495 10:0.0 11:0.0 12:0.15625 13:0.5909091 14:0.22429906 15:0.0 16:23.07322 # 61183
2 qid:3 1:4.229292 2:1.9120969 3:0.0 4:0.0 5:0.0 6:5.24271 7:0.0 8:0.0 9:0.062503465 10:0.0 11:0.0 12:0.1875 13:0.20454547 14:0.037383176 15:0.0 16:23.058558 # 202933
3 qid:3 1:4.229292 2:1.807942 3:0.0 4:0.0 5:0.0 6:1.7547506 7:0.0 8:0.0 9:0.08199484 10:1.0 11:0.0003264773 12:0.15625 13:0.29545456 14:0.018691588 15:0.0021141649 16:22.954403 # 440499
3 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:4.108657 7:0.0 8:0.0 9:0.06634132 10:1.0 11:0.0003264773 12:0.0625 13:0.5 14:0.04672897 15:0.0 16:22.952505 # 270234
5 qid:3 1:4.229292 2:2.5535026 3:0.0 4:0.0 5:0.0 6:4.4609036 7:4.45032 8:0.0 9:0.06710708 10:1.0 11:0.0055501144 12:0.03125 13:0.3409091 14:0.1495327 15:0.014799154 16:22.902483 # 285382
3 qid:3 1:4.229292 2:5.3271046 3:0.0 4:0.0 5:0.0 6:1.6185986 7:0.0 8:0.0 9:0.2344918 10:0.0 11:0.0 12:0.0625 13:0.13636364 14:0.028037382 15:0.0021141649 16:22.89105 # 537134
2 qid:3 1:4.229292 2:1.6855245 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.057553444 10:0.9 11:0.0006529546 12:0.3125 13:0.25 14:0.028037382 15:0.0 16:22.831985 # 133717
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:1.6821748 7:0.0 8:0.0 9:0.059721213 10:0.0 11:0.0 12:0.0625 13:0.3409091 14:0.04672897 15:0.0 16:22.828636 # 162950
4 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:1.6392499 7:1.3085566 8:0.0 9:0.06363279 10:1.0 11:0.0016323866 12:0.125 13:0.29545456 14:0.06542056 15:0.0021141649 16:22.785711 # 222777
3 qid:3 1:4.229292 2:1.6303289 3:0.0 4:0.0 5:0.0 6:0.0 7:5.3427896 8:0.0 9:0.07443014 10:1.0 11:0.0003264773 12:0.25 13:0.4318182 14:0.084112145 15:0.0 16:22.77679 # 383280
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:1.598461 7:0.0 8:0.0 9:0.063052215 10:0.0 11:0.0 12:0.09375 13:0.22727273 14:0.04672897 15:0.0 16:22.744923 # 213298
2 qid:3 1:4.229292 2:0.0 3:0.0 4:0.0 5:0.0 6:1.5048497 7:0.0 8:0.0 9:0.07817947 10:0.0 11:0.0 12:0.15625 13:0.18181819 14:0.13084112 15:0.0 16:22.651312 # 417502
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:1.4375015 7:0.0 8:0.0 9:0.0609739 10:0.0 11:0.0 12:0.125 13:0.3181818 14:0.018691588 15:0.0 16:22.583963 # 181001
3 qid:3 1:4.229292 2:1.4009461 3:0.0 4:0.0 5:0.0 6:0.0 7:2.2849333 8:0.0 9:0.05921911 10:1.0 11:0.0006529546 12:0.28125 13:0.18181819 14:0.04672897 15:0.0 16:22.547407 # 155693
2 qid:3 1:4.229292 2:3.4612284 3:0.0 4:0.0 5:0.0 6:1.3470712 7:0.0 8:0.0 9:0.06868001 10:0.0 11:0.0 12:0.125 13:0.11363637 14:0.04672897 15:0.0 16:22.493532 # 308928
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:1.3470712 7:0.0 8:0.0 9:0.10438065 10:0.0 11:0.0 12:0.09375 13:0.29545456 14:0.10280374 15:0.0 16:22.493532 # 501685
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:1.3194041 7:0.0 8:0.0 9:0.07409886 10:0.0 11:0.0 12:0.0625 13:0.3409091 14:0.037383176 15:0.0 16:22.465866 # 380642
2 qid:3 1:4.229292 2:4.343545 3:0.0 4:0.0 5:0.0 6:1.2673451 7:0.0 8:0.0 9:0.1804307 10:0.0 11:0.0 12:0.125 13:0.3181818 14:0.028037382 15:0.0021141649 16:22.413807 # 532314
3 qid:3 1:3.7549524 2:4.8597174 3:0.0 4:1.8057197 5:0.0 6:1.9402462 7:6.0564404 8:0.0 9:0.10662934 10:0.8 11:0.0003264773 12:0.375 13:0.11363637 14:0.037383176 15:0.0021141649 16:22.3862 # 506144
2 qid:3 1:4.229292 2:1.2131853 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.068143345 10:0.0 11:0.0 12:0.15625 13:0.5 14:0.056074765 15:0.0 16:22.359646 # 301812
2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:1.1746498 7:0.0 8:0.0 9:0.05228693 10:0.0 11:0.0 12:0.15625 13:0.22727273 14:0.1495327 15:0.0 16:22.321112 # 76432
3 qid:3 1:4.229292 2:0.0 3:0.0 4:0.0 5:0.0 6:1.1746498 7:0.0 8:0.0 9:0.07558208 10:1.0 11:0.0006529546 12:0.21875 13:0.18181819 14:0.07476635 15:0.0042283298 16:22.321112 # 394112
